project,pull_number,pull_type,id,text,classification,indicator
kafka,6517,comment,484309340,"@hzxa21 Thanks for the code review.
1)	This consistently happens on Windows platform. I have seen few people complaining similar issues for some Linux flavors, but consensus is this is not an issue for most of the popular Linux flavors. This is a classic windows problem where if a handle is open for a file, NTFS does not allow it to be renamed / moved / deleted. All the file handles open on the file are required to be closed before renaming them. This is not much of an issue with Linux because of the way Linux file system is implemented. The way files are implemented in Linux, it allows to rename / move / delete files even if there are open handles to them.
The way I think about this patch is, before renaming any files / directories, we should always close the file channels. This is applicable to Linux as well. There are 2 fundamental scenarios. 
a)	Deletion of directories since the topic is deleted and deletion of segment files by cleaner thread. We believe, we should close the log file in case of log deletion and close the segment in case of segment file cleanup. Since no one should be reading these files, it is safe to close.
b)	 During swapping flow, where ‘.cleaned’ files are renamed to ‘.swap’ files and then they are renamed to actual log files. Here also we believe segment should be closed during renaming and re-opened after the swap.
Overall gist is, files should be closed before renaming them and should be opened back if required. This should be applicable to Linux as well
2)	Yes, initially we implemented the change in rename files method. But that change turned out to be 
ugly. Here is the abandoned pull request done such way.
https://github.com/Microsoft/kafka/pull/17/files
Problem was, there was no need to re-open ‘.deleted’ files. So we had put an if check to not to re-open ‘.deleted’ file. Also, it resulted in changes at many places.
Also, I felt like it was not a cleaner fix where we are not solving the root problem. Which is to close the segment before they are renamed / deleted. Also, we wanted this to be a generic fix, rather than specific to Windows.
3)	Yes, I can add some test cases. We wanted to get a initial feedback on the idea before adding tests.",code_debt,low_quality_code
spark,17582,comment,294933906,"so we should definitely fix the /api/v1/applications/<app-id>/logs to go through the acls.  It looks like it should be protected in ApiRootResource.java. You have the app id so it needs to do something like the withSparkUI to get the acls included in that application.
Like I mentioned the listing (/api/v1/applications) and /api/v1/applications/<app-id> (which is same info I believe as listing) were intentionally left open.  I don't really see a reason to change that but if other people have a use case for it then perhaps we should make which pages are protected by acls configurable.  
on the history server I would expect spark.acls.enable=false and spark.history.ui.acls.enable=true, I can see where that could be confusing, perhaps we should document this better. spark.acls.enable on the history UI really is protecting the root UI, not the app level ui's.  We could explicitly turn this off.",code_debt,low_quality_code
hive,1780,comment,761269576,Updated PR to improve readability (https://github.com/apache/hive/pull/1780/commits/37e707705c6cc7c025bbe7fb1b67682062dc84c7) and at the same time address HIVE-24646.,code_debt,low_quality_code
pulsar,2888,comment,441582678,"The ""data:"" parser you wrote would be a duplicate code because it's already implemented in the in-house URL class I wrote.  I'm not going to make a change request because I don't want to delay this feature, but either of the parsers should be removed eventually to eliminate duplicate code.
Also, because environment variables are general enough as data sources, I think ""env:"" parser should be added as a `URLStreamHandler` so that other places can use it too via the in-house URL class.
As for ""token:"", I'm ok with having it in this plugin as a special case. But if you renamed it to ""raw:"", it could be used on other places.",code_debt,duplicated_code
spark,23260,comment,446345304,"My understanding is that this allows pointing the Spark UI directly at the history server (old JHS or new ATS) instead of hardcoding the NM URL and relying on the NM redirecting you, since the NM may not exist later on.
That does open up some questions though. The code being modified is in the AM, which means that the user needs to opt into this when he submits the app, when perhaps if there was a way to hook this up on the Spark history server side only, that may be more useful.
I think someone tried that in the past but the SHS change was very YARN-specific, which made it kinda sub-optimal.",code_debt,low_quality_code
dubbo,2741,summary,0,Fixing flaky tests in PortTelnetHandlerTest,test_debt,flaky_test
ignite,6069,summary,0,ignite-11261: [ML] Flaky test(testNaiveBaggingLogRegression),test_debt,flaky_test
trafficserver,5380,summary,0,Fixes spelling in src,documentation_debt,low_quality_documentation
shardingsphere-elasticjob,1608,summary,0,For checkstyle & fix typo,documentation_debt,low_quality_documentation
flink,5663,comment,371969548,Currently in flink connector we are depending only on aws-sdk-kinesis and not on aws-java-sdk-bundle and also don't depend on kinesisvideo. So by default the dependency on kinesisvideo is not included in the connector which means we don't have to exclude any dependencies. I also verified that there is no unwanted netty dependencies by running mvn dependency:tree. The only instance of netty is this: `[INFO] |  +- org.apache.flink:flink-shaded-netty:jar:4.0.27.Final-2.0:provided` in accordance to the value in flink-parent pom.,build_debt,over-declared_dependencies
netbeans,968,comment,430955215,"@geertjanw The XSDs/DTDs are used to generate code and my interpretation of the reply from apache legal is, that the license transcends to the generated code. So for weblogic we would distribute unlicensed code (i.e. we have no right to distribute) and for jboss/wildfly we would distribute LGPL code, which is against the ASF rules.
Getting the XSDs/DTDs at runtime would be perfectly doable, but the modules would need to be reworked to no rely on code generated at build-time.
@vikasprabhakar the DTD files are present here:
https://www.jboss.org/j2ee/dtd/
The files are missing an explicit license and as such I would assume they are covered by the projects LGPL license. That at least is reflected in some of the XSDs I saw. Asking redhat would most probably reveal the same. That still leaves us with the ""wrong"" license.",documentation_debt,low_quality_documentation
druid,2683,comment,198480289,Are these documented?,documentation_debt,outdated_documentation
beam,539,comment,228871382,"My fault. I should open a JIRA issue before I start on this. I thought it is a quick change.
For the WordCount part, I like to move it to a top level class, and document why Spark runners need its own copy. (+@dhalperi for Read.from doesn't work for HDFS)
For the Tfidf part, I think I am close to run it with Spark runner in beam-examples module. #533 
I am having a spark dependency problem in the test (JavaSparkContext class not found):
https://builds.apache.org/job/beam_PreCommit_MavenVerify/1908/console
Could you help me to take a look? And, you can make a call on whether you want to include the Tfidf in this PR or left to me to handle in #533.",documentation_debt,outdated_documentation
flink,1813,comment,229693884,@subhankarb We should also add Redis Sink to the fault tolerance guarantee table for the connectors in the documentation. It can be found at `flink/docs/apis/streaming/fault_tolerance.md`.,documentation_debt,outdated_documentation
spark,16892,comment,280117833,Ok I added back the other test but improved the commenting there.,documentation_debt,low_quality_documentation
lucene-solr,133,summary,0,LUCENE-9069: Prevent memory leaks in PerFieldAnalyzerWrapper,design_debt,non-optimal_design
spark,24300,description,0,"This PR aims to clean up package name mismatches.
Pass the Jenkins.",code_debt,low_quality_code
spark,5511,description,0,"Even if we wrap column names in backticks like ``a#$b.c``,  we still handle the ""."" inside column name specially. I think it's fragile to use a special char to split name parts, why not put name parts in `UnresolvedAttribute` directly?",code_debt,low_quality_code
flink,10753,description,0,"-->
To complete finish the translation work of this page.
This page is about Flink's Table API & SQL. Mainly showing the usage of Table API & SQL, how Flink optimize SQL queries and the difference between Blink and Flink planner. Now it has been translate into Chinese.
This change is a trivial rework / code cleanup without any test coverage.",code_debt,low_quality_code
kafka,6680,description,0,"* Fixed bug in Struct.equals where we returned prematurely and added tests
* Update RequestResponseTest to check that `equals` and `hashCode` of
the struct is the same after serialization/deserialization only when possible.
* Use `Objects.equals` and `Long.hashCode` to simplify code
* Removed deprecated usages of `JUnitTestSuite`",code_debt,complex_code
accumulo,221,description,0,"* Removed log4j config being done in Java but some remains
* Logging is now configured using standard log4j JVM property
  'log4.configuration' in accumulo-env.sh
* Tarball ships with less log4j config files (3 rather than 6)
  which are all log4j properties files.
* Log4j XML can still be used by editing accumulo-env.sh
* Moved AsyncSocketAppend to start module due to classpath issues
* Removed auditLog.xml and added audit log configuration to
  log4j-service & log4j-monitor properties files
* Accumulo conf/ directory no longer has an examples/ directory.
  Configuration files ship in conf/ and are used by default.
* Accumulo monitor by default will bind to 0.0.0.0 but will
  advertise hostname looked up in Java for log forwarding
* Shortened names of logging system properties
* Removed MonitorLoggingIT as it is now difficult to setup log
  forwarding using MiniAccumuloCluster.",code_debt,low_quality_code
kafka,4691,description,0,A few small logging improvements which help debugging replication issues.,code_debt,low_quality_code
zeppelin,3897,description,0,"Travis-CI:
 - remove all environment variables from the build matrix, to use the same cache for all jobs
 - activate the mysql service only when this service is needed
 - activate the xvfb service, when is necessary and possible
 - removed Bower Caching to remove too many complicated lines in Travis-ci
 - Giving the test names
 - Installing R only once with conda, previously it was installed twice with 'testing/install_R.sh' and 'testing/install_external_dependencies.sh
 - remove the R-Cache, because the installation with conda is quite fast
 - Delete 'test/install_R.sh' because it is no longer used
Other:
 - Ignore the tests in 'HeliumApplicationFactoryTest.java' to get the JUnit tests running in the IDE + remove exclude in 'travis.yml
 - Remove deprecation warning in maven-surefire-plugin
 - Helium works better with an absolute path, because a relative path in PATH, is not a good idea for local testing
 - Remove JVM language dependent asserts
Improvement
* https://issues.apache.org/jira/browse/ZEPPELIN-5024
* Travis-CI: https://travis-ci.org/github/Reamer/zeppelin/builds/723116251",code_debt,dead_code
hudi,1664,description,0,"Default value of number of delta commits required to do inline compaction (hoodie.compact.inline.max.delta.commits) is currently 1. Because of this by default every delta commit to MERGE ON READ table is doing inline compaction as well automatically.
I think default value of 1 is little overkill and also it will make MERGE ON READ work like COPY ON WRITE with compaction on every run. I am propsing to increaset the value to old default of 10.
This pull request is a trivial rework / code cleanup without any test coverage.",design_debt,non-optimal_design
spark,26138,description,0,"What changes were proposed in this pull request?
Some of the columns of JDBC/ODBC tab  Session info in Web UI are hard to understand.
Add tool tip for Start time, finish time , Duration and Total Execution
Why are the changes needed?
To improve the understanding of the WebUI
Does this PR introduce any user-facing change?
No
How was this patch tested?
manual test",design_debt,non-optimal_design
kafka,4138,description,0,"Even though this class is internal, it's widely
used by other projects and it's better to avoid
breaking them until we have a publicly supported
test library.",design_debt,non-optimal_design
arrow,7885,review,465480283,Added more test cases for negative numbers and boundary conditions.,test_debt,low_coverage
spark,28841,review,463960973,"Could you add tests for multiple file cases? Probably, I think you might be able to use `(new File(""/tmp/file.csv"")).setLastModified(xxx)` to control timestamp.",test_debt,lack_of_tests
flink,8438,review,287425587,I think we don't need this test here.,test_debt,expensive_tests
flink,9977,review,338932359,"Add a UT test for these coders. For example, we can add a test in `pyflink/fn_execution/tests`.",test_debt,lack_of_tests
spark,29403,review,496341174,"Also, if I'm correct, it would be good to include a test case for this case.  What happens if you actually do operations on the null value stored as an enum?  Is the nullability of the resulting schema correct. Do operations like `.isNotNull` work correctly?",test_debt,lack_of_tests
samza,347,review,180646742,"I haven't measured how much time increase it causes. The purpose of this change is to make each test independent of each other. If we use BeforeClass and AfterClass tags, then these methods need to be static and the variables instantiated (i.e. producer, systemAdmin) needs to be static as well. These variables will then be instantiated exactly once for the test suite and used by all unit tests in this test suite. Thus kind allows interference between tests and make make test development difficult.
During development of this patch the interference must have caused some problem which required me to make this change. I don't exactly remember what that problem is now. But in general it seems like good practice to make unit test independent of each other. What do you think?",test_debt,expensive_tests
spark,6593,description,0,"This also helps us get rid of the sparkr-docs maven profile as docs are now built by just using -Psparkr when the roxygen2 package is available
Related to discussion in #6567 
cc @pwendell @srowen -- Let me know if this looks better",documentation_debt,low_quality_documentation
pulsar,7601,description,0,"-->
Fixes #<xyz>
Master Issue: #<xyz>
This mr adds an api to check if the worker is ready to serve requests.
*Describe the modifications you've done.*
This change is a trivial rework / code cleanup without any test coverage.
This change is already covered by existing tests, such as *(please describe tests)*.
This change added tests and can be verified as follows:
  - If a feature is not applicable for documentation, explain why?
  - If a feature is not documented yet in this PR, please create a followup issue for adding the documentation",documentation_debt,low_quality_documentation
kafka,6475,description,0,"Fix flaky test cases in `WorkerTest` by mocking the `ExecutorService` in `Worker`.  Previously, when using a real thread pool executor, the task may or may not have been run by the executor until the end of the test.
Related JIRA issues:
Ran all tests (`./gradlew test`).
Ran unit tests in `connect/runtime` repeatedly.",test_debt,flaky_test
dubbo,1906,description,0,"#1682: Enhance the test coverage part-4 : dubbo-common/src/main/java/com/alibaba/dubbo/common/status(store|threadpoolutils) modules
dubbo-common/src/test/java/com/alibaba/dubbo/common/utils/UrlUtilsTest.java
XXXXX",test_debt,low_coverage
kafka,9001,review,462716040,Could be moved to `UpdateFeaturesResponse` as a utility.,architecture_debt,violation_of_modularity
airflow,13728,comment,761947640,Temprary failures - it's good to go.,defect_debt,uncorrected_known_defects
activemq-artemis,2241,comment,412575863,"IMO, the JMS pool from 5.x should not be migrated to Artemis.  It belongs in it's own project with it's own release cycle.  Also, it makes sense for it to *not* be in the ActiveMQ project to make clear that the pool is generic and isn't tied to any ActiveMQ broker.
The pool on messaginghub has JMS 2.0 support.",architecture_debt,violation_of_modularity
