project,pull_number,pull_type,id,text,classification,indicator
incubator-pinot,4387,review,300516190,Would be nice to add a comment on why TreeMap (ordering) is needed.,documentation_debt,low_quality_documentation
spark,1379,comment,71531266,@dbtsai I did batching for artificial neural networks and the performance improved ~5x https://github.com/apache/spark/pull/1290#issuecomment-70313952,code_debt,slow_algorithm
carbondata,4078,comment,787036665,"@VenuReddy2103
 I checked all places, but 14 places still keep the same with previous.
1) in 9 places, it uses only one event, fireEvent is ok. 
2) in 4 places, preEvent and postEvent are in the different code blocks.
3) in 1 place, there is a large code block between preEvent and postEvent.",code_debt,low_quality_code
spark,4533,comment,73925690,"Sounds correct. The subsequent tries do try in parallel. So, I suppose that's pretty good evidence it's parallelized. Unless anyone else speaks up I think this sentence can be removed.",code_debt,complex_code
arrow,4258,comment,490781968,"+1 lgtm
@liyafan82 , thanks for the contribution. I suggest you add a similar flag for isSet() to be optionally skipped in a separate jira to improve performance",code_debt,slow_algorithm
cxf,561,comment,498837564,"I'm wondering if it would make sense to insert a layer between AbstractFeature and the actual features like:  
and then each of the subclasses would look something like:
and a lot of the duplicate code in each of the subclasses goes away. 
Thoughts?",code_debt,duplicated_code
kafka,1908,comment,250894831,"LGTM. Merging to trunk and 0.10.1. Thanks @edoardocomar and @mimaison for the hard work (and patience) on this patch! I have some minor cleanups/improvements on the client and in testing, which I will submit in a follow-up PR.",code_debt,low_quality_code
zookeeper,1417,comment,665952705,"okay, so I'll have to fix a few checkstyle issues :)",code_debt,low_quality_code
iceberg,1669,comment,718305151,"In the case of a large amount of data, in order to ensure the performance of normal writing,
1. Should we use asynchronous Rewrite? (use AsyncWaitOperator)
2. Should you add a switch to control whether to  enable rewrite",code_debt,slow_algorithm
spark,28370,comment,628792196,Could you add the code to avoide the infinite retry loop on error & also checking thread interrupted incase something else swallows the thread interruption exception in the future?,code_debt,low_quality_code
skywalking,4987,comment,652475825,"local compile and package speed is so slow,because  need to download so much dependency jar file from maven depository",code_debt,slow_algorithm
tvm,4847,comment,584462639,CSourceModule with an empty string looks to me as well. @kumasento could you do that instead of creating a dummy llvm module? Thanks.,code_debt,low_quality_code
airflow,1488,comment,222606343,Ah. The hive-hook shouldn't be there. I think I must have included it from someone elses commit when doing a rebase. Will tidy it up and do a force push later today.,code_debt,low_quality_code
trafficserver,2300,comment,318132384,"It seems possible to collapse at least some of this class hierarchy, but I was told that there's future plans for making subclasses of the PrinterIface class. There just seems like a lot of class hierarchy (up to 4) for such a small amount of code, and I really don't think we should make provisioning now, for something that *might* be done later. If it becomes an issue later, it's easy to refactor (don't do premature ""abstractions"" :-).",code_debt,low_quality_code
spark,224,comment,38748839,"Hi Cheng Hao,  Thanks for implementing these functions.  I bet they will be much faster than using HiveUDFs as we do now!
Based on the number of comments on the test case refactoring, I think it would be easiest to try and commit just the LIKE and RLIKE with a few simple test cases, and then take on the rest in a separate PR.",code_debt,slow_algorithm
kafka,4001,comment,333581688,Am I missing something or you're using raw types in several places now? Raw types only exist for migration compatibility purposes and should never be used in new code IMO.,code_debt,low_quality_code
nifi,3260,summary,0,NIFI-5790 removed the last test as it's causing a race condition intermittently,test_debt,flaky_test
ignite,4970,summary,0,9769 test flakiness,test_debt,flaky_test
druid,1899,summary,0,Docs improved: more details about caching and memory for segments on historicals,documentation_debt,low_quality_documentation
tvm,1716,summary,0,[NNVM][KERAS] Fix keras model converter and improve tutorial,documentation_debt,low_quality_documentation
dubbo,2520,summary,0, typo: leastIndexs->leastIndexes,documentation_debt,low_quality_documentation
zookeeper,567,comment,405419213,Thanks for the review @anmolnar. Please take a look at unit tests when you get a chance. I have addressed the comments. I will also add documentation in a separate commit.,documentation_debt,low_quality_documentation
carbondata,3136,comment,468114436,"@tianyouyangying +1 for @qiuchenjian 's suggestion.
1. Please change all chinese to english.
2. Please change PR title to '[HOTFIX][DOC] Fix the format of SQL in dml-of-carbondata.md to avoid ambiguity'
@qiuchenjian The origin SQL in doc actually are two statements, we should seperate them to avoid ambiguity.
Thanks.",documentation_debt,low_quality_documentation
gobblin,104,comment,95396477,LGTM barring the typo,documentation_debt,low_quality_documentation
skywalking,5293,comment,673764279,Really detected one besides the mock. You need some fix on the doc this time. :),documentation_debt,low_quality_documentation
skywalking,5685,comment,711190648,"@wu-sheng  thx for check the structure this time.  If this version looks good, I will modify the doc and add the unit test later.",documentation_debt,outdated_documentation
druid,6230,description,0,"This patch includes the following bug fixes:
- TopNColumnSelectorStrategyFactory: Cast dimension values to the output type
  during dimExtractionScanAndAggregate instead of updateDimExtractionResults.
  This fixes a bug where, for example, grouping on doubles-cast-to-longs would
  fail to merge two doubles that should have been combined into the same long value.
- TopNQueryEngine: Use DimExtractionTopNAlgorithm when treating string columns
  as numeric dimensions. This fixes a similar bug: grouping on string-cast-to-long
  would fail to merge two strings that should have been combined.
- GroupByQuery: Cast numeric types to the expected output type before comparing them
  in compareDimsForLimitPushDown. This fixes #6123.
- GroupByQueryQueryToolChest: Convert Jackson-deserialized dimension values into
  the proper output type. This fixes an inconsistency between results that came
  from cache vs. not-cache: for example, Jackson sometimes deserializes integers
  as Integers and sometimes as Longs.
And the following code-cleanup changes, related to the fixes above:
- DimensionHandlerUtils: Introduce convertObjectToType, compareObjectsAsType,
  and converterFromTypeToType to make it easier to handle casting operations.
- TopN in general: Rename various ""dimName"" variables to ""dimValue"" where they
  actually represent dimension values. The old names were confusing.
* Remove unused imports.",build_debt,over-declared_dependencies
geode-native,56,description,0,"- section title is Interoperability of Language Classes and Types
- corrected namespaces (packages)
- removed duplicate table captions
@davebarnes97 @joeymcallister @dgkimura @mmartell @echobravopapa @PivotalSarge Can you please review these (mostly namespace) changes in the docs?",code_debt,duplicated_code
madlib,243,description,0,"JIRA: MADLIB-1206
This commit adds support for mini-batch based gradient descent for MLP.
If the input table contains a 2D matrix for independent variable,
minibatch is automatically used as the solver. Two minibatch specific
optimizers are also introduced: batch_size and n_epochs.
- batch_size is defaulted to min(200, buffer_size), where buffer_size is
  equal to the number of original input rows packed into a single row in
  the matrix.
- n_epochs is the number of times all the batches in a buffer are
  iterated over (default 1).
Other changes include:
- dependent variable in the minibatch solver is also a matrix now. It
  was initially a vector.
- Randomize the order of processing a batch within an epoch.
- MLP minibatch currently doesn't support weights param, an error is
  thrown now.
- Delete an unused type named mlp_step_result.
- Add unit tests for newly added functions in python file.
Co-authored-by: Rahul Iyer <riyer@apache.org>
Co-authored-by: Nikhil Kak <nkak@pivotal.io>
Closes #243",code_debt,low_quality_code
cloudstack,1295,description,0,"Added quotes to prevent syntax errors in weird situations.
Error seen in mgt server:
Cause:
Somehow a nic was missing.
After fix the script can handle this:
The other states are also reported fine:
While at it, I also removed the INTERFACES variable/constant as it was only used once and hardcoded the second time. Now both are hardcoded and easier to read.
This is the same as PR #1249 except it is against `4.7`.",code_debt,low_quality_code
superset,5946,description,0,"- Remove `lodash.throttle` from dependency since there is now `lodash`.
- Add `babel-plugin-lodash` that helps optimize bundle output by taking only necessary part from lodash instead of the entire bundle.
https://github.com/lodash/babel-plugin-lodash
- Replace `underscore` calls with `lodash` where applicable. 
@williaster @xtinec @conglei",code_debt,complex_code
flink,4426,description,0,"Remove unnecessary include-elasticsearch5 profile since its activation condition (usage of jdk8) is always true.
Run any mvn command in `flink` or `flink-connectors` and check that the reactor includes ES5.",code_debt,dead_code
spark,28163,description,0,"In the PR, I propose to optimise the `DateTimeUtils`.`rebaseJulianToGregorianMicros()` and `rebaseGregorianToJulianMicros()` functions, and make them faster by using pre-calculated rebasing tables. This approach allows to avoid expensive conversions via local timestamps. For example, the `America/Los_Angeles` time zone has just a few time points when difference between Proleptic Gregorian calendar and the hybrid calendar (Julian + Gregorian since 1582-10-15) is changed in the time interval 0001-01-01 .. 2100-01-01:
The difference in microseconds between Proleptic and hybrid calendars for any local timestamp in time intervals `[local timestamp(i), local timestamp(i+1))`, and for any microseconds in the time interval `[Gregorian micros(i), Gregorian micros(i+1))` is the same. In this way, we can rebase an input micros by following the steps:
1. Look at the table, and find the time interval where the micros falls to
2. Take the difference between 2 calendars for this time interval
3. Add the difference to the input micros. The result is rebased microseconds that has the same local timestamp representation.
Here are details of the implementation:
- Pre-calculated tables are stored to JSON files `gregorian-julian-rebase-micros.json` and `julian-gregorian-rebase-micros.json` in the resource folder of `sql/catalyst`. The diffs and switch time points are stored as seconds, for example:
  The JSON files are generated by 2 tests in `RebaseDateTimeSuite` - `generate 'gregorian-julian-rebase-micros.json'` and `generate 'julian-gregorian-rebase-micros.json'`. Both tests are disabled by default. 
  The `switches` time points are ordered from old to recent timestamps. This condition is checked by the test `validate rebase records in JSON files` in `RebaseDateTimeSuite`. Also sizes of the `switches` and `diffs` arrays are the same (this is checked by the same test).
The hash maps store the switch time points and diffs in microseconds precision to avoid conversions from microseconds to seconds in the runtime.
- I moved the code related to days and microseconds rebasing to the separate object `RebaseDateTime` to do not pollute `DateTimeUtils`. Tests related to date-time rebasing are moved to `RebaseDateTimeSuite` for the same reason.
- I placed rebasing via local timestamp to separate methods that require zone id as the first parameter assuming that the caller has zone id already. This allows to void unnecessary retrieving the default time zone. The methods are marked as `private[sql]` because they are used in `RebaseDateTimeSuite` as reference implementation.
- Modified the `rebaseGregorianToJulianMicros()` and `rebaseJulianToGregorianMicros()` methods in `RebaseDateTime` to look up the rebase tables first of all. If hash maps don't contain rebasing info for the given time zone id, the methods falls back to the implementation via local timestamps. This allows to support time zones specified as zone offsets like '-08:00'.
To make timestamps rebasing faster:
- Saving timestamps to parquet files is ~ **x3.8 faster**
- Loading timestamps from parquet files is ~**x2.8 faster**.
- Loading timestamps by Vectorized reader ~**x4.6 faster**.
No
- Added the test `validate rebase records in JSON files` to `RebaseDateTimeSuite`. The test validates 2 json files from the resource folder - `gregorian-julian-rebase-micros.json` and `julian-gregorian-rebase-micros.json`, and it checks per each time zone records that
  - the number of switch points is equal to the number of diffs between calendars. If the numbers are different, this will violate the assumption made in `RebaseDateTime.rebaseMicros`.
  - swith points are ordered from old to recent timestamps. This pre-condition is required for linear search in the `rebaseMicros` function.
- Added the test `optimization of micros rebasing - Gregorian to Julian` to `RebaseDateTimeSuite` which iterates over timestamps from 0001-01-01 to 2100-01-01 with the steps 1 ± 0.5 months, and checks that optimised function `RebaseDateTime`.`rebaseGregorianToJulianMicros()` returns the same result as non-optimised one. The check is performed for the UTC, PST, CET, Africa/Dakar, America/Los_Angeles, Antarctica/Vostok, Asia/Hong_Kong, Europe/Amsterdam time zones.
- Added the test `optimization of micros rebasing - Julian to Gregorian` to `RebaseDateTimeSuite` which does similar checks as the test above but for rebasing from the hybrid calendar (Julian + Gregorian) to Proleptic Gregorian calendar.
- Re-run `DateTimeRebaseBenchmark` at the America/Los_Angeles time zone (it is set explicitly in the PR #28127):",code_debt,slow_algorithm
airflow,1270,description,0,pypi can use categories for better description and version number was out of sync,code_debt,low_quality_code
bookkeeper,1059,description,0,"Descriptions of the changes in this PR:
This is cherry-pick from yahoo repo of branch yahoo-4.3.
original commit is:
https://github.com/yahoo/bookkeeper/commit/42bdc083
Release addEntry-Bytebuf on readOnlyBookie to prevent memory-leak",design_debt,non-optimal_design
hive,767,description,0,"LockedDriverState is a nested class within Driver, while it is used outside of it as well, and it is complex enough to be a class on it's own. DriverState should be it's nested class, and transitions / locking should be facilitated by functions within it.",design_debt,non-optimal_design
spark,20619,description,0,"ParquetFileFormat leaks opened files in some cases. This PR prevents that by registering task completion listers first before initialization.
Manual. The following test case generates the same leakage.",design_debt,non-optimal_design
pulsar,5592,description,0,"Fixes #5589 
It seems that there is a memory leak in the pulsar-function-go library.
I implemented a simple pulsar function worker that just write logs using pulsar-function-go/logutil for sending logs to log topic. I tried to long-term test by sending request messages consecutively to the input topic to check the feasibility.
During the test, I faced `ProducerQueueIsFull` error with `--log-topic` option. And I observed indefinitely grown memory usage of the pulsar function worker process.
Clear the `StrEntry` variable after finish addLogTopicHandler() function regardless of the log messages are appended to logger or not. If it is not cleared, it causes memory leak because StrEntry has grown indefinitely. Moreover, if the function set --log-topic, then the topic could get accumulated huge messages that cause ProducerQueueIsFull error.
Verified it by reproducing step described in the issue #5589.",design_debt,non-optimal_design
lucene-solr,2200,review,556698348,"Classloading won't help, because we still need a separate JVM. When JVM loads classes, it trys in parent classloader first. If the class is already there it won't load. So we need at least one separate process.
I don't like to try many times each with separate JVM. Maybe only try once (like in the other test with codecs). It may not fail every time, but sometimes test fails.
I am also not sure if we really need a test for this. If we may get a static checker that finds classes that initialize their subclasses in their own static initializer, we can prevent similar cars in future.",test_debt,flaky_test
daffodil,289,review,346101694,"Need to explain this algorithm more thoroughly around what is done with sequences specifically.
Also unit tests focusing specifically on this algorithm, to strongly characterize proper behavior and insure full coverage.",test_debt,low_coverage
kafka,2143,review,94173222,"Besides not removing this, it seems we should also probably have a unit test validating the new behavior for naming consumer groups in sinks?",test_debt,lack_of_tests
guacamole-client,511,review,602658052,"Sure, makes sense. I've got the changes almost done - just need to clean up the unit tests.",test_debt,expensive_tests
kafka,6239,review,256163993,minor - no test coverage for lines 221 - 225 in the unit test,test_debt,low_coverage
incubator-mxnet,12426,description,0,"The PR applies the website theme to each version. The navigation will be the same, so the option for Clojure needs to be handled properly for old versions. For this I use the .htaccess file to redirect users to an API error page. For good measure, I also added a custom 404 error page.
This PR stacks on #12413 (has the same changes in build_all_version.sh), plus a change to copy the theme, and fixes my concerns there with the theme.
http://34.201.8.176/
You can test the redirect if you switch to an old version like 1.0.0 and go to API --> Clojure
You can look at the 404:
http://34.201.8.176/error/404.html 
I'm sure there's probably some fancy regex that would collapse the clojure rules to one line, but I'll let someone else get fancy.",documentation_debt,low_quality_documentation
flink,15045,description,0,"fix some typo errors to make the context consistent:
some are ""streamOfWords"" but some are ""dataStreamOfWords""",documentation_debt,low_quality_documentation
carbondata,3769,description,0," - No
 - Yes. (please explain the change and update document)
 - No
 - Yes",documentation_debt,outdated_documentation
incubator-mxnet,18560,description,0,"Currently, 1.6.x branch is failing on multiple pipelines
1. centos-cpu & centos-gpu pipelines due to 
http://jenkins.mxnet-ci.amazon-ml.com/blue/organizations/jenkins/mxnet-validation%2Fcentos-cpu/detail/v1.6.x/51/pipeline
2. Flaky test on unix-cpu mkldnn
3. Edge pipeline",test_debt,flaky_test
druid,5102,review,158433249,"@jihoonson If you mean the actual ""CompactionTask"" etc classes, I think probably moving something so heavy from druid-indexing-service all the way down to druid-api would probably require collapsing a ton of druid modules into one giant druid-core module. I guess we could do that but it seems like a big change. Do you think it's worth it?",architecture_debt,violation_of_modularity
cloudstack,4490,description,0,"Fixes https://github.com/apache/cloudstack/issues/4481
TODO",requirement_debt,requirement_partially_implemented
spark,18986,comment,323618879,"Yea, since this topic is important for some users, I mean we better move the doc into `./docs/` ( I feel novices dont seem to check the code documents).",architecture_debt,violation_of_modularity
